EventId,EventTemplate,Occurrences
E74,onBind intent = Intent { act=<*> pkg=<*> },5
E142,moveOldData(),5
E75,"initBinder() app = <*>, packageName = <*>",10
E119,getStringHuid() who is <*>,68
E115,startNotification...,4
E83,createHealthNotification(),4
E76,upDateHealthNotification()|<*>|<*>|<*>,4
E120,rebuild notification,4
E31,checkSportDataNum setp and calories is too less,39
E121,checkLocalDataValue <*>,18
E42,initDiffCaloriesfromFile mCaloriesDiff=<*>,1
E41,initDiffAltitude from File mAltitudeDiff=<*>,1
E19,initTrackDistancefromFile from File mTrackDistance=<*>,1
E52,insert conflict event timeBegin <*> timeEnd <*>,1
E57,setFirstStartDaemonFromUI success: <*>,1
E33,onStartCommand Intent { pkg=<*> cmp=<*> (has extras) },1
E32,subscribeHiHealthData() checkAppType <*> appID = <*>,3
E129,switchTrackMonitor <*>,1
E114,fetchPhoneDataClient,1
E109,getUserPreference key = <*>,9
E18,aggregateHiHealthData() checkAppType <*> appID = <*> id = <*> time= <*>,21
E27,readHiHealthData() checkAppType <*> appID = <*> id = <*> time = <*>,27
E1,"aggregateHiHealthData aggregateOption is HiAggregateOption{startTime=<*>, endTime=<*>, type=<*>, alignType=<*>, aggregateType=<*>, groupUnitType=<*>}",21
E3,"readHiHealthData() readOption = HiDataReadOption{startTime=<*>, endTime=<*>, type=<*>, count = <*>, sortOrder=<*>, readType=<*>, alignType=<*>}",27
E28,aggregateHiHealthDataEx() checkAppType <*> appID = <*>,21
E44,aggregateHiHealthData() time = <*> totalTime = <*>,21
E48,readHiHealthData() end time = <*> totalTime = <*>,27
E5,"fetchDataSourceByType type = <*>,timeInterval = HiTimeInterval{startTime=<*>, endTime=<*>, timeZone=<*>}",7
E4,"getHealthClientListByTime() dataClientIDs is null timeInterval = HiTimeInterval{startTime=<*>, endTime=<*>, timeZone=<*>}",7
